url_length,num_dots,has_https,has_ip,keyword_count,num_hyphens,num_slashes,has_at_symbol,path_length,subdomain_depth,label
45,1,1,0,0,0,3,0,23,0,0
45,1,1,0,0,0,2,0,22,0,0
44,4,1,0,2,0,4,0,50,2,1
37,2,1,0,0,1,2,0,12,1,0
99,5,0,0,0,1,3,0,61,3,1
48,1,1,0,0,1,0,0,13,1,0
32,3,0,0,1,0,2,0,25,0,0
100,4,1,0,1,4,5,0,64,4,1
139,4,0,0,3,1,3,0,47,1,1
47,1,1,0,0,0,7,0,12,0,0
110,4,1,0,1,1,4,0,54,3,1
102,3,0,0,1,2,1,0,51,2,1
118,6,0,1,0,1,4,0,56,3,1
49,6,0,0,3,4,6,0,52,4,1
84,3,1,0,1,3,4,1,49,3,1
65,1,1,0,0,1,2,0,17,1,0
54,1,0,0,0,0,4,0,22,0,0
46,1,1,0,0,0,1,0,17,0,0
95,6,0,0,2,3,4,0,8,4,1
32,4,1,1,0,4,8,0,26,2,1
62,3,1,0,0,0,1,0,21,1,0
132,4,1,0,2,4,4,0,46,2,1
42,1,1,0,0,0,3,0,8,0,0
41,2,1,0,0,1,1,0,16,1,0
21,1,1,0,0,0,2,0,17,1,0
21,2,1,0,0,0,1,0,5,0,0
56,4,0,0,0,3,2,0,53,1,1
34,1,1,0,0,0,2,0,18,0,0
64,6,1,1,2,1,5,0,54,1,1
94,4,0,0,2,1,5,0,12,2,1
81,3,0,1,1,2,5,0,15,2,1
61,3,1,0,1,3,4,0,28,3,1
39,2,1,0,0,0,3,0,19,0,0
50,1,1,0,0,0,1,0,17,0,0
76,4,1,1,0,3,3,1,51,3,1
45,1,0,0,0,0,0,0,25,0,0
62,1,1,0,0,1,0,0,17,0,0
27,2,0,0,0,0,3,0,11,0,0
110,4,0,0,0,2,7,0,20,2,1
83,4,1,0,2,2,7,0,98,4,1
64,5,1,0,2,2,5,0,70,1,1
34,1,0,0,0,0,1,0,14,0,0
72,4,0,1,2,4,4,0,64,2,1
88,6,0,0,1,2,4,0,28,3,1
71,1,1,0,0,2,4,0,16,0,0
41,3,1,0,0,2,2,0,13,0,0
121,5,0,1,2,4,3,1,6,1,1
39,1,1,0,0,1,2,0,15,0,0
46,4,0,0,3,3,5,0,21,2,1
67,1,1,0,0,2,1,0,12,1,0
46,2,0,0,1,0,2,0,15,1,0
54,3,1,0,0,0,3,0,0,0,0
102,4,1,0,1,0,6,0,17,3,1
92,4,1,1,3,3,3,0,42,2,1
104,3,1,1,2,2,6,0,64,4,1
47,1,1,0,0,0,2,0,24,1,0
145,6,1,0,1,3,5,0,45,2,1
48,3,0,0,1,2,3,0,91,3,1
48,3,1,0,0,1,1,0,18,0,0
45,3,1,0,1,1,2,0,5,1,0
18,1,1,0,0,0,1,0,24,1,0
65,6,0,0,1,3,7,0,49,1,1
41,2,1,0,1,2,1,0,5,1,0
29,1,1,0,1,0,1,0,20,1,0
50,1,1,0,0,0,1,0,11,0,0
24,2,1,0,1,0,2,0,10,1,0
63,1,1,0,0,1,2,0,18,1,0
125,3,0,0,1,2,5,0,47,1,1
26,1,1,0,0,0,2,0,25,0,0
29,1,1,0,0,2,3,0,11,0,0
21,2,1,0,0,1,4,0,13,0,0
49,5,1,0,2,3,7,0,45,1,1
67,1,1,0,0,0,3,0,2,0,0
119,5,1,0,1,2,9,0,13,1,1
95,5,1,0,2,0,5,0,48,2,1
36,6,0,0,3,3,3,0,57,3,1
36,2,1,0,0,0,1,0,3,1,0
34,3,1,0,0,1,3,0,14,1,0
62,5,1,0,0,3,4,0,15,2,1
54,2,1,0,0,1,1,0,24,1,0
93,5,1,0,2,3,4,0,45,4,1
106,5,0,0,1,2,3,0,43,3,1
50,2,1,0,0,0,0,0,11,0,0
32,1,1,0,0,0,0,0,20,1,0
101,6,0,1,0,2,2,0,52,3,1
44,2,1,0,0,0,7,0,22,1,0
92,6,0,1,0,4,5,0,5,2,1
113,4,0,0,2,2,1,0,42,4,1
38,2,1,0,0,0,0,0,2,0,0
78,4,1,1,2,2,5,0,19,2,1
33,2,1,0,0,0,2,0,2,1,0
67,6,1,0,2,1,4,0,30,1,1
41,2,1,0,0,0,2,0,10,1,0
26,3,0,0,0,1,1,0,13,0,0
25,1,1,0,0,0,0,0,9,0,0
44,1,1,0,0,0,1,0,20,0,0
119,5,0,0,1,3,10,0,81,4,1
73,5,0,0,1,0,5,0,36,2,1
135,4,1,0,2,0,7,1,57,1,1
79,5,0,0,0,2,6,0,33,3,1
51,1,1,0,0,1,4,0,11,1,0
39,2,1,0,0,2,3,0,15,0,0
30,1,1,0,0,2,1,0,3,0,0
57,1,1,0,0,1,4,0,22,1,0
61,3,1,0,3,3,7,0,39,1,1
28,1,1,0,0,1,3,0,22,1,0
47,3,1,0,0,0,2,0,10,1,0
37,2,1,0,0,0,3,0,8,1,0
41,2,1,0,0,1,2,0,16,0,0
62,4,1,0,3,1,5,0,27,1,1
26,3,1,0,0,1,0,0,7,0,0
40,1,0,0,0,2,3,0,14,0,0
61,4,0,0,1,2,9,0,28,3,1
75,4,0,0,1,4,9,0,5,1,1
78,4,1,0,2,2,6,0,27,2,1
113,6,1,1,1,0,6,0,89,2,1
50,1,1,0,0,1,1,0,9,0,0
55,4,0,0,2,3,7,0,63,2,1
63,5,0,0,1,1,7,0,43,4,1
45,1,1,0,0,0,1,0,17,0,0
52,3,1,1,2,2,4,0,34,3,1
65,1,1,0,0,1,1,0,10,1,0
15,1,1,0,1,0,2,0,13,1,0
86,3,0,0,0,4,5,0,53,1,1
33,2,1,0,0,0,1,0,25,0,0
42,1,0,0,0,0,3,0,16,0,0
45,1,1,0,0,1,1,0,15,1,0
29,2,1,0,0,0,1,0,15,0,0
58,4,0,1,2,3,11,0,25,3,1
20,2,1,0,1,1,1,0,19,0,0
57,4,1,1,1,2,6,0,46,4,1
106,5,1,0,0,3,4,0,52,1,1
25,1,1,0,0,0,1,0,13,1,0
116,3,0,0,1,0,7,0,37,1,1
39,1,1,0,1,1,1,0,17,0,0
60,2,1,0,0,0,1,0,9,1,0
43,1,1,0,0,0,4,0,17,0,0
108,6,0,0,1,3,2,0,69,3,1
37,3,1,0,0,2,0,0,8,1,0
43,3,1,0,0,1,1,0,16,1,0
37,2,0,0,0,0,3,0,18,1,0
85,4,1,0,1,2,5,1,52,2,1
60,2,1,0,0,1,1,0,9,0,0
136,5,0,0,3,0,1,0,23,3,1
37,3,1,0,0,0,1,0,4,1,0
106,4,1,0,3,3,7,0,29,1,1
90,4,0,0,1,2,5,0,23,1,1
35,2,1,0,0,1,2,0,8,1,0
117,3,0,0,2,4,4,0,52,3,1
50,1,1,0,1,0,3,0,8,0,0
35,1,1,0,0,0,1,0,7,0,0
47,2,1,0,0,0,3,0,17,0,0
56,2,1,0,0,0,2,0,20,0,0
74,5,0,1,0,2,6,0,62,1,1
38,1,1,0,0,1,3,0,20,0,0
39,3,1,0,0,1,0,0,26,1,0
90,4,0,0,1,4,1,0,39,2,1
140,3,1,0,1,4,7,0,55,3,1
42,1,1,0,0,0,1,0,27,0,0
38,1,1,0,0,0,2,0,6,1,0
89,3,0,0,0,2,7,0,37,3,1
42,2,1,0,0,1,0,0,8,0,0
47,1,1,0,0,2,3,0,22,0,0
81,5,0,0,0,2,5,0,35,2,1
39,3,1,0,0,0,1,0,43,1,0
101,4,1,0,0,2,2,0,52,2,1
50,1,1,0,0,0,2,0,17,1,0
83,3,0,0,1,0,5,0,6,2,1
43,3,1,0,0,0,1,0,19,1,0
46,1,1,0,0,1,0,0,11,1,0
50,2,1,0,1,0,1,0,14,0,0
52,1,1,0,0,0,3,0,2,1,0
34,2,1,0,0,1,4,0,12,0,0
36,3,1,0,0,0,1,0,19,0,0
42,1,1,0,0,0,3,0,0,0,0
42,1,1,0,0,0,2,0,22,0,0
82,6,1,0,1,2,4,0,52,4,1
43,1,1,0,0,0,1,0,21,1,0
38,2,1,0,0,0,2,0,18,0,0
133,3,0,1,1,2,2,0,66,4,1
56,1,1,0,0,1,4,0,19,0,0
69,5,1,1,3,1,5,0,52,1,1
71,3,1,1,0,0,6,0,38,3,1
144,4,1,1,1,1,5,0,37,1,1
51,3,1,0,0,0,4,0,20,0,0
49,2,1,0,0,1,0,0,20,0,0
62,2,1,0,0,0,3,0,4,1,0
39,2,1,0,0,1,2,0,29,1,0
105,3,0,1,1,2,2,0,56,4,1
40,2,1,0,0,0,3,0,12,1,0
84,5,0,0,1,2,5,0,13,2,1
31,2,1,0,0,0,3,0,22,1,0
84,4,1,0,1,0,2,0,59,1,1
81,4,1,1,3,4,4,0,49,2,1
92,6,0,1,1,3,9,0,52,1,1
26,2,1,0,1,0,1,0,10,0,0
113,4,1,0,1,4,9,0,9,2,1
15,2,1,0,1,0,3,0,17,1,0
47,2,1,0,0,2,2,0,15,0,0
16,2,1,0,0,0,3,0,29,0,0
57,2,1,0,0,1,3,0,21,1,0
47,2,1,0,0,0,4,0,30,1,0
38,2,1,0,0,1,3,0,8,1,0
118,6,0,1,2,2,3,0,57,2,1
32,1,1,0,0,0,0,0,15,1,0
37,1,1,0,0,1,3,0,14,0,0
155,5,1,0,2,1,5,0,29,3,1
98,3,0,0,0,4,8,0,32,1,1
43,4,0,1,2,0,1,0,48,1,1
64,2,1,0,0,1,1,0,7,1,0
36,1,1,0,0,1,5,0,12,1,0
59,1,1,0,0,0,3,0,8,0,0
52,2,1,0,0,0,4,0,9,1,0
42,2,1,0,0,2,0,0,16,1,0
79,4,0,1,0,1,7,0,60,3,1
71,5,1,1,3,4,3,0,43,3,1
68,4,0,0,2,2,4,0,53,3,1
74,5,0,0,1,1,4,0,64,1,1
36,2,0,0,0,1,0,0,16,1,0
99,4,1,0,3,0,5,0,47,3,1
46,1,1,0,1,1,3,0,22,1,0
55,1,1,0,0,1,3,0,12,1,0
96,3,0,1,3,4,2,0,40,2,1
126,5,0,0,1,4,7,0,52,4,1
63,3,0,0,0,1,2,0,42,4,1
29,2,1,0,1,0,2,0,17,1,0
80,3,1,0,3,3,2,0,29,2,1
45,1,1,0,0,0,1,0,3,1,0
48,1,1,0,1,1,4,0,28,0,0
43,3,1,1,1,2,5,0,12,3,1
47,2,1,0,0,1,1,0,5,0,0
121,3,0,0,2,2,6,0,39,1,1
25,2,1,0,0,2,2,0,10,0,0
41,1,1,0,0,1,4,0,4,0,0
28,1,1,0,0,2,1,0,3,1,0
47,1,1,0,1,0,2,0,8,0,0
38,2,1,0,0,0,3,0,11,0,0
33,1,1,0,1,1,1,0,1,1,0
117,4,1,1,1,0,3,0,7,2,1
26,2,1,0,0,2,2,0,9,0,0
35,2,1,0,0,1,1,0,14,0,0
22,1,1,0,0,1,1,0,16,1,0
24,1,1,0,0,0,1,0,13,0,0
62,1,1,0,0,2,3,0,0,0,0
98,5,0,1,2,3,2,0,37,2,1
32,2,1,0,0,0,5,0,3,0,0
29,1,1,0,0,0,3,0,14,0,0
137,3,0,0,3,0,3,0,73,2,1
55,1,1,0,0,0,3,0,23,1,0
59,6,1,0,3,3,6,0,43,3,1
58,3,0,0,0,0,2,0,20,1,0
27,1,0,0,0,0,1,0,3,0,0
33,1,1,0,0,0,3,0,21,0,0
26,1,1,0,1,0,3,0,9,1,0
37,2,0,0,0,1,0,0,27,1,0
88,4,1,0,2,1,6,1,25,3,1
106,3,1,0,2,3,6,0,32,1,1
33,2,1,0,0,0,0,0,9,0,0
55,2,1,0,0,0,4,0,38,1,0
94,4,0,0,1,0,3,1,14,1,1
62,1,1,0,0,0,2,0,21,0,0
15,2,1,0,0,0,4,0,15,1,0
97,6,1,1,1,2,5,1,66,3,1
39,1,1,0,0,0,2,0,3,1,0
34,3,1,0,2,1,7,1,35,2,1
47,1,1,0,0,1,5,0,7,0,0
59,1,1,0,0,0,2,0,4,1,0
76,6,0,0,2,0,4,0,47,2,1
24,2,1,0,0,0,3,0,16,0,0
39,2,1,0,0,0,1,0,7,0,0
37,1,1,0,0,1,2,0,6,1,0
50,1,1,0,0,0,4,0,14,1,0
72,3,1,0,2,2,1,1,51,1,1
25,2,1,0,0,1,2,0,14,1,0
100,6,1,0,3,3,3,0,17,1,1
40,1,1,0,0,0,3,0,16,0,0
138,5,0,1,2,2,4,0,61,3,1
27,2,1,0,0,1,3,0,18,0,0
41,2,1,0,0,2,4,0,3,0,0
19,1,1,0,0,0,0,0,21,1,0
28,1,1,0,0,0,1,0,7,0,0
124,4,0,0,1,1,6,1,5,4,1
29,1,1,0,0,1,1,0,10,0,0
45,1,1,0,0,1,2,0,16,1,0
36,2,1,0,0,1,2,0,0,0,0
152,3,1,1,0,2,5,0,56,1,1
33,3,1,0,1,1,3,0,8,0,0
43,1,1,0,0,0,3,0,12,1,0
101,3,1,0,2,1,2,0,52,4,1
38,3,1,0,0,0,3,0,30,0,0
126,5,0,0,3,2,5,0,47,4,1
33,2,0,0,0,0,2,0,24,0,0
100,3,0,1,1,2,8,0,40,3,1
51,6,0,1,1,3,3,0,55,2,1
30,1,1,0,0,0,2,0,33,0,0
30,4,1,0,0,0,4,0,57,3,1
85,3,0,0,1,2,8,0,55,1,1
38,1,1,1,1,1,1,0,16,0,0
34,2,1,0,0,0,4,0,17,0,0
40,2,1,0,0,0,4,0,16,0,0
62,4,0,1,2,4,3,0,25,1,1
26,1,1,0,0,0,1,0,14,1,0
53,2,1,0,0,0,1,0,11,0,0
88,4,1,0,1,1,11,0,38,3,1
81,6,1,1,2,2,4,0,31,2,1
15,2,1,0,0,1,3,0,19,0,0
43,3,1,0,0,0,0,0,2,0,0
87,5,0,0,3,1,5,0,67,4,1
30,3,1,0,1,0,2,0,24,1,0
132,5,1,1,2,3,3,0,52,1,1
131,6,1,1,0,3,7,1,50,2,1
30,3,1,0,2,2,3,1,30,3,1
90,4,1,0,2,2,7,0,55,2,1
45,3,1,0,0,2,1,0,29,0,0
60,2,1,0,0,1,2,0,21,1,0
35,3,1,0,0,1,3,0,20,0,0
84,6,1,1,3,4,9,0,55,3,1
108,5,1,0,0,0,5,0,35,2,1
52,4,1,1,3,0,5,0,37,2,1
56,4,1,0,1,1,11,0,43,4,1
57,4,0,1,3,3,12,0,47,1,1
21,1,1,0,1,0,1,0,25,0,0
29,1,1,0,0,0,4,0,7,1,0
64,5,0,0,3,2,5,0,39,2,1
129,6,1,0,1,1,6,0,55,4,1
30,3,0,1,1,3,9,1,17,2,1
57,3,0,0,0,3,5,0,31,2,1
129,5,0,0,2,1,6,0,66,3,1
122,5,0,1,2,0,5,1,19,3,1
131,3,0,1,2,2,4,0,69,1,1
96,6,0,0,1,1,2,0,43,2,1
72,3,0,0,2,2,5,0,35,2,1
52,1,1,0,0,1,1,0,12,1,0
39,2,1,0,0,0,1,0,9,0,0
54,2,1,0,0,0,1,0,10,0,0
104,3,1,0,1,2,5,1,23,4,1
151,4,0,0,3,2,5,0,26,2,1
80,4,0,0,0,2,2,1,14,3,1
103,3,1,1,1,3,6,0,62,4,1
41,1,1,0,1,0,2,0,10,0,0
84,5,0,1,2,3,2,0,30,3,1
90,3,0,1,1,3,7,0,75,3,1
83,6,0,0,3,1,9,0,75,1,1
71,5,0,0,3,2,9,0,36,3,1
92,5,0,0,1,3,5,1,44,3,1
34,1,1,0,0,0,2,0,11,0,0
34,2,1,0,0,0,1,0,9,0,0
40,3,1,0,0,1,2,0,18,0,0
32,2,1,0,0,1,2,0,10,0,0
42,3,1,0,0,0,1,0,20,0,0
53,3,1,0,3,3,3,0,50,3,1
33,3,1,0,0,0,3,0,1,0,0
26,2,1,0,0,2,3,0,19,1,0
27,1,1,0,0,0,1,0,22,1,0
35,1,1,0,0,1,2,0,30,1,0
20,1,1,0,0,0,7,0,20,1,0
39,4,0,0,3,3,2,0,42,3,1
59,3,1,0,0,0,1,0,20,1,0
33,2,1,0,0,1,0,0,11,1,0
41,2,1,0,1,0,2,0,11,0,0
25,1,1,0,0,0,3,0,9,1,0
96,3,1,1,2,2,6,0,50,3,1
105,5,1,0,0,4,8,0,45,2,1
92,3,0,0,3,1,6,1,61,2,1
89,4,1,0,2,4,3,0,75,2,1
71,3,1,0,1,3,4,0,52,2,1
106,4,0,0,2,2,10,0,39,2,1
91,5,0,0,1,2,2,0,60,3,1
42,2,1,0,0,0,0,0,16,0,0
96,5,0,0,2,4,8,0,59,3,1
101,4,0,0,3,3,2,0,47,2,1
33,2,1,0,1,1,3,0,30,0,0
30,1,1,0,0,0,1,0,16,0,0
30,4,0,1,1,3,3,0,66,1,1
53,2,1,0,0,1,2,0,12,0,0
40,3,1,0,0,0,5,0,19,0,0
57,1,0,0,1,2,5,0,12,0,0
104,6,1,0,1,1,6,1,31,2,1
56,1,1,0,0,0,0,0,14,1,0
35,2,1,0,0,0,3,0,10,1,0
110,6,1,0,2,2,5,0,41,3,1
47,1,1,0,0,1,3,0,17,1,0
48,1,1,0,0,1,1,0,12,0,0
116,4,0,0,3,0,5,1,28,2,1
55,2,1,0,0,0,1,0,16,0,0
103,5,1,0,1,4,7,0,41,2,1
37,1,1,0,0,2,1,0,25,1,0
42,1,1,0,0,1,0,0,10,0,0
43,1,1,0,0,0,2,0,10,1,0
49,2,1,0,1,0,1,0,25,0,0
47,2,1,0,0,1,0,0,6,1,0
50,1,1,0,0,0,1,0,4,0,0
32,2,1,0,0,0,3,0,13,0,0
15,1,1,0,0,0,8,0,9,1,0
50,2,1,0,0,0,1,0,7,1,0
119,3,1,0,1,2,4,0,52,2,1
68,4,0,0,2,1,5,0,64,3,1
41,1,1,0,0,1,5,0,31,1,0
37,1,1,0,0,0,4,0,20,0,0
49,2,1,0,0,1,1,0,7,0,0
73,4,0,0,2,3,3,0,28,2,1
33,3,1,0,0,1,1,0,6,1,0
40,2,1,0,0,1,3,0,2,1,0
54,1,1,0,0,0,1,0,14,1,0
62,4,0,0,3,2,4,0,67,3,1
102,4,1,0,1,3,3,0,43,2,1
54,3,1,0,0,0,1,0,10,0,0
110,5,0,0,0,2,7,0,60,1,1
119,4,1,1,1,4,8,0,45,3,1
120,5,1,1,2,3,5,0,59,3,1
105,5,0,0,0,2,5,0,67,1,1
31,1,1,0,0,1,3,0,5,1,0
46,1,1,0,0,2,3,0,17,1,0
67,4,1,1,1,0,6,0,48,3,1
40,1,1,0,0,1,2,0,20,1,0
87,3,0,0,3,0,3,0,22,2,1
161,5,0,0,1,1,2,0,29,2,1
43,1,1,0,0,1,1,0,2,1,0
80,3,1,0,3,1,2,0,24,2,1
67,4,1,0,1,1,7,1,11,2,1
63,6,0,0,3,1,6,0,52,2,1
43,1,1,0,0,0,2,0,8,0,0
41,1,1,0,0,0,1,0,6,1,0
39,1,1,0,0,1,2,0,21,1,0
41,1,1,0,0,0,7,0,5,0,0
87,5,0,0,3,1,1,0,51,2,1
52,2,1,0,0,0,1,0,23,1,0
34,1,1,0,0,0,1,0,11,1,0
47,2,1,0,0,0,3,0,8,0,0
72,5,1,0,2,2,6,0,47,1,1
84,5,0,1,1,1,3,0,30,1,1
82,6,1,0,2,0,6,0,52,3,1
54,1,1,0,0,1,2,0,23,0,0
53,2,1,0,0,0,4,0,29,1,0
29,2,1,0,0,0,1,0,22,0,0
41,3,1,0,0,0,1,0,19,0,0
54,1,0,0,0,0,1,0,17,1,0
79,5,1,0,3,3,10,0,20,3,1
36,2,1,0,0,0,1,0,21,1,0
47,2,1,0,0,0,3,0,14,1,0
85,4,0,0,2,3,3,0,31,4,1
42,2,1,0,0,2,1,0,22,1,0
45,1,1,0,0,0,4,0,18,0,0
74,3,1,0,1,1,4,0,40,4,1
70,3,0,0,1,2,4,1,29,3,1
96,5,1,0,1,4,3,0,66,2,1
28,1,1,0,0,2,1,0,17,0,0
115,4,0,0,1,3,2,0,76,3,1
65,3,0,0,0,3,3,0,73,4,1
90,6,1,0,0,3,6,0,66,2,1
53,2,0,0,1,1,4,0,12,1,0
15,2,0,1,0,0,2,0,0,0,0
32,3,1,0,0,0,0,0,30,1,0
80,5,0,0,1,1,4,0,56,2,1
21,1,1,0,0,0,2,0,17,1,0
69,5,1,1,1,3,3,0,49,3,1
57,3,1,0,0,1,4,0,10,0,0
96,3,1,0,0,4,6,0,53,1,1
46,2,1,0,0,0,4,0,12,1,0
72,3,0,0,1,2,6,1,42,3,1
41,1,1,0,0,0,2,0,15,0,0
57,1,1,0,0,1,3,0,16,1,0
38,2,0,0,0,0,2,0,30,0,0
126,4,0,0,1,3,8,0,33,1,1
81,3,0,1,1,2,9,0,49,2,1
119,6,0,1,1,4,5,0,61,2,1
123,3,0,1,2,3,10,0,75,2,1
45,5,1,1,1,2,4,1,34,3,1
27,3,1,0,0,0,4,0,27,0,0
159,4,1,0,3,2,8,0,36,2,1
148,4,1,1,2,3,8,0,67,2,1
47,3,1,0,0,1,3,0,12,0,0
67,5,1,0,1,3,5,0,53,3,1
52,4,1,0,1,2,1,0,32,4,1
52,1,1,0,0,0,2,0,9,1,0
30,1,1,0,0,0,2,0,16,0,0
50,1,1,0,1,0,1,0,20,0,0
100,5,1,0,0,2,4,1,35,3,1
52,6,1,1,1,3,7,0,56,1,1
82,4,0,0,2,3,3,0,50,3,1
44,2,1,0,0,0,1,0,26,1,0
38,1,1,0,0,1,0,0,6,0,0
71,4,1,1,3,2,2,0,69,2,1
43,1,1,0,0,0,1,0,18,0,0
117,6,0,0,2,2,4,0,38,3,1
31,3,1,0,0,0,1,0,12,0,0
113,4,0,1,1,0,3,0,35,2,1
46,5,0,0,1,2,7,0,12,1,1
64,1,1,0,0,0,5,0,30,0,0
84,6,0,0,1,3,4,0,48,3,1
58,2,1,0,0,0,3,0,2,0,0
22,2,1,0,1,1,1,0,19,0,0
34,2,1,0,0,0,3,0,10,0,0
39,2,1,0,0,0,2,0,11,0,0
46,2,1,0,0,1,3,0,23,1,0
51,1,1,0,0,0,2,0,21,1,0
35,3,1,0,1,0,3,0,26,0,0
66,3,0,0,1,1,4,0,45,3,1
84,5,1,0,1,4,6,0,5,3,1
33,1,1,0,0,0,2,0,19,1,0
128,3,1,0,2,2,4,0,26,4,1
75,4,1,0,1,3,7,0,5,3,1
114,4,1,0,3,3,3,0,30,1,1
20,1,1,0,0,1,1,0,25,0,0
30,3,1,0,2,1,8,1,81,2,1
38,2,1,0,0,0,1,0,0,0,0
125,3,1,1,0,3,4,0,21,1,1
65,5,1,0,0,3,4,0,51,2,1
125,6,0,0,1,1,4,0,57,3,1
42,1,1,0,0,0,2,0,5,0,0
30,2,1,0,0,0,0,0,22,1,0
105,4,0,0,1,2,6,0,28,1,1
31,1,1,0,0,0,3,0,15,0,0
34,3,1,0,0,0,2,0,13,0,0
55,1,1,0,0,0,4,0,12,0,0
54,4,1,0,2,4,2,0,56,3,1
63,4,0,0,1,3,3,0,10,4,1
119,3,1,1,1,4,8,0,29,3,1
87,5,0,1,1,2,7,0,19,2,1
121,3,0,0,0,3,4,0,31,3,1
35,2,1,0,0,1,3,0,0,1,0
43,2,1,0,0,0,2,0,18,1,0
25,2,1,0,1,1,2,0,18,0,0
42,3,0,0,1,0,1,0,20,0,0
48,1,1,0,1,1,6,0,15,0,0
39,2,0,0,0,0,5,0,22,0,0
108,6,0,0,1,4,6,1,54,2,1
37,1,1,0,0,0,1,0,9,0,0
123,5,1,0,0,3,6,0,64,3,1
48,1,1,0,0,2,5,0,23,1,0
44,1,0,0,0,0,2,0,8,0,0
64,2,1,0,0,0,0,0,5,0,0
37,3,1,0,0,0,0,0,15,0,0
60,1,1,0,1,1,2,0,14,0,0
95,4,0,0,2,3,5,0,42,3,1
47,2,0,0,0,1,4,0,28,1,0
41,1,1,0,1,0,2,0,15,0,0
42,1,0,0,1,0,1,0,12,0,0
54,1,0,0,0,0,4,0,8,1,0
64,4,1,0,1,4,6,0,55,2,1
53,1,1,0,0,1,1,0,22,1,0
31,1,1,0,0,2,1,0,9,0,0
31,2,1,0,0,0,4,0,13,0,0
23,2,1,0,0,0,5,0,19,0,0
44,2,1,0,0,0,2,0,13,0,0
139,4,0,0,1,2,7,1,24,3,1
91,5,0,0,2,1,4,0,85,4,1
49,2,1,0,1,0,3,0,18,0,0
119,5,0,0,0,3,6,0,55,4,1
104,3,1,1,1,0,3,0,27,3,1
76,4,0,0,3,3,6,0,23,3,1
37,1,1,0,1,1,1,0,0,1,0
92,3,0,0,1,1,1,0,21,1,1
50,1,1,0,0,0,1,0,0,0,0
37,3,1,0,0,0,4,0,16,0,0
27,3,1,0,0,0,3,0,13,0,0
33,2,1,0,0,1,2,0,0,0,0
52,2,1,0,0,1,2,0,22,0,0
114,3,1,1,1,4,5,0,72,4,1
86,2,1,0,0,0,1,0,17,1,0
115,4,0,0,3,4,6,1,68,3,1
15,1,1,0,0,2,3,0,27,1,0
27,3,1,0,0,0,3,0,17,1,0
90,6,0,0,2,3,7,0,27,2,1
89,5,1,1,1,2,5,0,37,3,1
38,2,1,0,0,1,2,0,31,0,0
46,2,1,0,0,0,2,0,5,0,0
48,3,0,0,0,0,3,0,21,0,0
74,5,1,0,1,1,6,0,30,3,1
70,2,1,0,1,1,2,0,28,0,0
49,1,1,0,0,0,4,0,12,0,0
64,3,0,1,3,3,5,0,37,3,1
52,1,1,0,0,0,0,0,15,1,0
59,2,1,0,0,0,1,0,28,1,0
54,2,1,0,0,2,1,0,13,1,0
98,4,1,0,1,2,5,0,55,1,1
52,5,1,0,1,3,5,0,63,4,1
26,1,0,0,0,0,1,0,4,1,0
31,1,1,0,0,1,0,0,15,1,0
75,3,0,1,1,2,1,0,30,2,1
22,2,1,0,0,1,2,0,13,0,0
43,2,1,0,0,1,1,0,4,1,0
98,4,0,0,1,4,8,1,61,1,1
102,6,1,0,3,2,3,0,56,1,1
113,4,0,0,3,3,6,0,36,3,1
77,4,0,0,1,0,4,1,67,1,1
85,6,0,1,1,2,5,0,55,2,1
59,5,1,0,2,3,7,0,41,3,1
47,5,0,1,3,4,3,0,60,3,1
107,4,1,1,1,1,2,0,71,4,1
150,5,0,1,2,4,7,0,7,2,1
125,6,1,0,1,3,5,1,49,1,1
25,3,1,0,0,0,3,0,20,1,0
39,6,0,0,1,4,2,1,37,1,1
49,2,1,0,0,1,2,0,20,1,0
39,1,1,0,0,0,2,0,23,0,0
54,1,1,0,0,0,4,0,18,0,0
30,4,0,0,1,2,2,0,23,3,1
19,2,0,0,0,0,4,0,15,0,0
49,5,0,0,2,4,4,0,33,4,1
38,1,1,0,0,0,4,0,17,0,0
115,3,0,0,1,1,2,0,63,1,1
53,1,1,0,1,2,4,0,7,1,0
35,2,1,0,1,1,1,0,21,1,0
93,3,1,1,1,2,5,0,67,1,1
130,3,0,0,3,2,7,0,31,3,1
28,2,1,0,0,0,4,0,7,1,0
69,5,0,1,2,2,8,0,21,1,1
125,4,0,0,0,4,9,0,69,1,1
69,4,0,0,1,0,8,0,74,3,1
63,4,1,0,1,4,4,0,34,3,1
86,5,1,0,2,0,10,0,55,3,1
97,5,1,0,2,2,7,0,47,3,1
82,5,1,1,1,3,8,0,10,1,1
99,5,0,0,3,3,7,0,40,2,1
45,1,1,0,1,0,3,0,16,0,0
54,5,0,0,1,3,2,0,47,3,1
45,2,1,0,0,0,3,0,8,0,0
42,2,1,0,0,1,4,0,6,0,0
97,4,0,0,3,4,3,1,55,4,1
30,4,1,0,2,4,8,0,60,2,1
33,2,1,0,1,1,0,0,21,1,0
111,6,1,0,1,2,7,0,50,3,1
121,3,1,1,1,2,2,0,52,1,1
83,6,0,0,1,1,6,0,52,1,1
42,2,1,0,0,0,0,0,14,0,0
65,1,1,0,0,0,4,0,10,0,0
19,3,1,0,0,0,2,0,22,0,0
91,5,1,0,2,3,5,0,54,2,1
35,2,1,0,0,1,1,0,24,0,0
92,3,1,0,2,2,8,0,66,2,1
42,1,1,0,0,2,2,0,15,1,0
40,1,1,0,0,2,2,0,3,0,0
